filename,emotion1_w1,emotion2_w1,emotion3_w1,emotion1_w2,emotion2_w2,emotion3_w2,emotion1_w3,emotion2_w3,emotion3_w3,description_w1,description_w2,description_w3,agreement_w1,agreement_w2,agreement_w3
ants_song_combination_2013.wav,Playful,Sensory-Calming,Transitional,Sensory-Calming,Playful,Grounding,Grounding,Playful,Sensory-Calming,"The song feels playful and light, adding a touch of joy and liveliness to the mood. Its calming tones gently soothe the senses, creating a balanced atmosphere that is both cheerful and relaxing. The music also has a transitional quality, making it easy to shift smoothly between energy and calm.",The tone has a playful rhythm to it and it's repetition makes it grounding. . It's also sensory calming because of the water sounds,It gives more happiness. It release my stress in day to day life,1,1,1
ants_song_combination_2047.wav,Stimulating,Grounding,Focusing,Soothing,Focusing,Transitional,Playful,Stimulating,Focusing,The song was stimulating. It also felt like it could be used for an imaginative session or a brainstorming session.,it was more interactive and playful while listen the song,The music is lively and really drowns out the softer humming of what sounds like a train.  It could be good during games or other fast activities.,2,1,1
ants_song_combination_2061.wav,Sensory-Calming,Grounding,Anxiety-Reduction,Focusing,Soothing,Anxiety-Reduction,Sensory-Calming,Grounding,Soothing,"The steel drum is high pitched and bright, but the water stands out more, which makes it a relaxing atmosphere.  The overall tone is soothing.",soothing tones and balanced structure of the song reducing anxiety and promoting relaxation,"The song feels sensory-calming, gently easing the mind and creating a peaceful atmosphere. Its grounding quality provides a sense of stability and presence, helping the listener feel more centered. At the same time, the soothing tones bring comfort and relaxation, making the overall experience both calming and restorative.",2,2,1
ants_song_combination_2062.wav,Playful,Stimulating,Transitional,Soothing,Grounding,Sensory-Calming,Stimulating,Playful,Grounding,There is some excitement with the high pitched and fast steel drums.  I think it will keep people interested and awake.,It gives very relaxation to my mind. It gives free mind to good to feel,The song was playful and fun. It would be great to dance to or to uplift a mood.,2,1,1
ants_song_combination_2063.wav,Sensory-Calming,Transitional,Anxiety-Reduction,Playful,Stimulating,Transitional,Playful,Sensory-Calming,Transitional,"The song creates a sensory-calming atmosphere with gentle, soothing tones that ease the listener into a state of relaxation. Its transitional flow feels like a gradual journey, smoothly guiding the mood from one emotional space to another. This combination helps reduce anxiety, leaving a sense of calm and emotional balance.","The steel drums are very lively and don't flow smoothly, which isn't relaxing at all.  The train in the background provides some constant white noise to balance it out.",I feel like the rhythm jumped a couple different sounds. I also feel like it was playful with that ambient sound in the back making it calming.,1,2,2
ants_song_combination_2093.wav,Sensory-Calming,Transitional,Anxiety-Reduction,Playful,Sensory-Calming,Anxiety-Reduction,Sensory-Calming,Anxiety-Reduction,Soothing,soothing tones and balanced structure of the song reducing anxiety and promoting relaxation,"The song has a playful energy that feels light and uplifting, bringing a sense of joy and liveliness. At the same time, its sensory-calming nature creates a smooth balance, preventing the mood from becoming too overwhelming. This combination also supports anxiety reduction, leaving the listener feeling both cheerful and at ease.",The water is the most prominent part and that gives it an ASMR quality that is more calming.  The music adds a stead ambiance for relaxing.,2,1,2
ants_song_combination_2109.wav,Playful,Soothing,Sensory-Calming,Soothing,Sensory-Calming,Anxiety-Reduction,Soothing,Anxiety-Reduction,Sensory-Calming,"The song carries a lighthearted, playful energy that feels uplifting and cheerful. Beneath this liveliness, its soothing tones bring a sense of comfort, balancing the upbeat mood with gentle ease. The sensory-calming textures create a warm and pleasant atmosphere, making the listening experience both joyful and relaxing.",The melody was quite inaudible. It was just the sound of the brook that you could hear.,The water flowing takes the forefront while the music is distant.  I think that creates a more relaxing atmosphere.,1,0,2
ants_song_combination_2111.wav,Stimulating,Playful,Focusing,Soothing,Sensory-Calming,Anxiety-Reduction,Sensory-Calming,Grounding,Anxiety-Reduction,a very focused theme music help to recover a depression and give a very calm mood to oyr mind lead a peaceful life.,The constant humming of the train gives off a soothing vibe.  The music is steady so it makes for good background music.,"The song creates a sensory-calming atmosphere that feels gentle and relaxing. Its steady, grounding quality provides a sense of stability and comfort, helping the listener feel more centered. At the same time, it carries an anxiety-reducing effect, easing tension and encouraging inner peace.",1,-2,1
ants_song_combination_2189.wav,Playful,Soothing,Sensory-Calming,Grounding,Soothing,Focusing,Sensory-Calming,Grounding,Playful,"The song radiates a playful charm, bringing a sense of lightness and joy to the listener. Its soothing undertones create a gentle balance, softening the energetic moments with calm. The sensory-calming elements make the overall experience feel warm, inviting, and pleasantly uplifting.",It sounds like calm music and also water drops background music. It feels good and relax to mind.,The water makes it calming. Then you add that rhythm that was jumpy and playful yet still grounding since it repeated itself.,1,1,1
ants_song_combination_2207.wav,Playful,Soothing,Sensory-Calming,Stimulating,Playful,Transitional,Playful,Stimulating,Focusing,"The song carries a lighthearted, playful energy that feels uplifting and fun. Its gentle tones and smooth flow create a soothing atmosphere, while the sensory-calming elements provide a sense of ease and relaxation. The combination makes it both cheerful and comforting to listen to.",The sound was a bit annoying. It sounded like a bee buzzing. But it also had the sound of a train which did not seem to fit with it. It might be okay to get kids to start being active.,"The fast notes don't stand out too much, so people can focus on something else at the same time.  The train humming in the distance gives it some good white noise.",1,-2,1
ants_song_combination_2237.wav,Playful,Stimulating,Sensory-Calming,Sensory-Calming,Playful,Grounding,Soothing,Sensory-Calming,Anxiety-Reduction,This song has playful & exciting elements. It also has a nice calming babbling brook sound to make sure that the emotions are regulated.,You had the water in the background which made it calming. You also had a rhythm that was very grounding as well as playful with the beat and repetitiveness.,"The song carries a soothing, gentle tone that relaxes the listener and eases tension. Its sensory-calming layers create a peaceful atmosphere, allowing the mind to unwind. Together, these qualities help reduce anxiety, leaving a lasting sense of comfort and tranquility.",2,2,2
ants_song_combination_2239.wav,Playful,Transitional,Stimulating,Sensory-Calming,Stimulating,Playful,Stimulating,Playful,Transitional,"The low humming sounds like a train, which adds a nice atmosphere to the background.  But I think high pitched steel drums clash too much and just makes for an awkward vibe.",The music had a rhythm and melody that was stimulating and playful. The ambient sounds added the calmness.,The song carried a playful and stimulating tone. The song also provided a good transitioning quality to it.,1,1,2
ants_song_combination_2255.wav,Stimulating,Playful,Focusing,Playful,Sensory-Calming,Stimulating,Soothing,Sensory-Calming,Anxiety-Reduction,The song was fun and engaging. It might help kids to focus.,It's a lively tone with a playful melody. Its also got ambient sounds which makes it grounding.,"The song creates a soothing atmosphere that gently eases the listener into a sense of calm. Its soft tones and flowing rhythm provide a sensory-calming effect, helping to quiet the mind. Overall, the music feels supportive and grounding, making it especially helpful for reducing feelings of anxiety.",1,1,1
ants_song_combination_2303.wav,Soothing,Anxiety-Reduction,Sensory-Calming,Soothing,Sensory-Calming,Focusing,Soothing,Sensory-Calming,Focusing,The train sound gives me an asmr vibe.  It's a relaxing feeling that would make it easy to sleep and to reduce any anxiety.,"The song has a soothing quality, with gentle melodies that create a sense of comfort and ease. Its sensory-calming tones help quiet the mind and reduce distractions, fostering a peaceful atmosphere. This steady, balanced flow supports focus, making it easy to stay present and engaged.",The song was smooth and calming. It would be great for relaxation or for bringing someone down if they are overly stimulated.,-2,1,-1
ants_song_combination_847.wav,Soothing,Anxiety-Reduction,Focusing,Soothing,Sensory-Calming,Focusing,Stimulating,Playful,Anxiety-Reduction,calming and soothing auditory environment help maintain attention and support the mental health,"This song has a soothing and gentle quality that helps ease the mind. Its calming tones create a sensory-calming effect, promoting relaxation and mental clarity. Overall, the music supports focus and concentration, making it easy to stay centered.",The song seemed a bit too busy because there was the song the ants go marching and then a frenzied sound that sounded like a bee buzzing.,1,1,-2
ants_song_combination_861.wav,Playful,Soothing,Focusing,Stimulating,Playful,Transitional,Soothing,Sensory-Calming,Anxiety-Reduction,It sounds like waterfall. It feels relax and give happy in mind,The song had a sort of busy bee element going on. It also had a babbling brook but it did not seem to be calming as it was too loud. The background melody was also loud making it kind of confusing,"The song has a soothing quality that gently relaxes the listener, creating a sense of comfort and ease. Its sensory-calming tones smooth away tension and invite quiet focus. Together, these elements help reduce anxiety, leaving a lingering feeling of peace and emotional balance.",1,-1,1
ants_song_combination_941.wav,Focusing,Grounding,Playful,Stimulating,Sensory-Calming,Grounding,Grounding,Focusing,Anxiety-Reduction,Its  full of music with waterfall. It good to hear and give relax,The song provides a familiar tune giving it a calming and grounding sensation. It also has a slightly up beat or stimulating feeling.,"The song has a grounding quality that provides a steady sense of stability and presence. Its clear, consistent rhythm supports focus, helping the listener stay engaged and attentive. These elements work together to ease anxiety, creating a calm and centered listening experience.",1,1,1
ants_song_combination_942.wav,Soothing,Sensory-Calming,Grounding,Soothing,Sensory-Calming,Anxiety-Reduction,Focusing,Soothing,Transitional,The sound of water made it very calming as well as soothing. I think that the music being steady made it something grounding.,"The song has a soothing quality, with gentle melodies that bring comfort and relaxation. Its sensory-calming tones create a peaceful atmosphere, helping to quiet the mind and ease tension. These elements combine to reduce anxiety, leaving the listener feeling more at ease and centered.",it was promoting joy and concentration to the music and nature oriented,2,1,2
ants_song_combination_943.wav,Grounding,Focusing,Anxiety-Reduction,Playful,Sensory-Calming,Anxiety-Reduction,Sensory-Calming,Soothing,Grounding,The song was a little bit sad sounding. But it also had some powerful elements in it. It might be a good song for thinking.,"The song has a playful and lighthearted energy that lifts the mood and sparks joy. Its sensory-calming tones smooth out the liveliness, creating a balanced and pleasant listening experience. Together, these qualities help ease anxiety, leaving the listener feeling both cheerful and at ease.",It gives me very relaxation and motivate in my mind when I hear this kind of music. It gives happiness in our life,0,1,1
ants_song_combination_959.wav,Grounding,Transitional,Sensory-Calming,Playful,Sensory-Calming,Anxiety-Reduction,Sensory-Calming,Anxiety-Reduction,Soothing,The sound was a bit somber. It sounded a bit depressing. The train sounds also sounded a bit eerie.,"The song feels playful and uplifting, bringing a lighthearted energy that brightens the mood. At the same time, its gentle tones add a sensory-calming quality that helps create balance and ease. This combination also carries an anxiety-reducing effect, making the music both cheerful and comforting.","Since the music is familiar, it makes me feel more calm.  The low rumbling of the train is good for relaxing.",-1,2,2
row_song_combination_1039.wav,Soothing,Focusing,Grounding,Playful,Focusing,Grounding,Sensory-Calming,Grounding,Soothing,focusing a calming and soothing auditory environment help maintain attention and support sensory regulation,The song was playful and stimulating. It also provided a sense of grounding with the familiar tune helping stay focused.,The water sounds made it very sensory calming. The main Melody was very soothing as well as grounding because of its repetition in calm sounds.,1,1,1
row_song_combination_1055.wav,Playful,Stimulating,Focusing,Soothing,Sensory-Calming,Focusing,Transitional,Stimulating,Focusing,"music promote focus and sustained attention and melody and harmony, helps to focus the feel","The song has a soothing quality that brings a sense of comfort and ease to the listener. Its sensory-calming effect helps create a gentle and peaceful atmosphere, reducing any feelings of stress. At the same time, the steady flow of the music encourages focus, making it supportive for concentration and mindfulness.","The flute is very loud compared to the background parts.  So it'll be distracting and make people more alert.  Maybe it'll be good for that transition thing to make people active, plus they can hum along to the familiar tune.",1,1,1
row_song_combination_1103.wav,Playful,Anxiety-Reduction,Stimulating,Focusing,Stimulating,Grounding,Soothing,Sensory-Calming,Anxiety-Reduction,This song is playful and beautiful. It was also upbeat which would lift the spirits.,it calming atmosphere that can help reduce anxiety and promote relaxation,"This song has a soothing and gentle quality that promotes relaxation and comfort. Its calming tones create a sensory-calming effect, helping to ease tension and stress. Overall, the music supports anxiety reduction, leaving the listener feeling peaceful and centered.",2,2,1
row_song_combination_1133.wav,Sensory-Calming,Grounding,Transitional,Anxiety-Reduction,Stimulating,Playful,Soothing,Sensory-Calming,Anxiety-Reduction,The train made it sensory calming with ambient sound. Then you had a transitional rhythm that was repetitive and grounding.,The song was playful and cheerful. It would help kids to feel up when they are down.,The mellow flute and slow pace is more relaxing.  I also think the lower notes help with a sleepy kind of feeling.,1,-1,1
row_song_combination_1135.wav,Soothing,Anxiety-Reduction,Sensory-Calming,Transitional,Stimulating,Grounding,Soothing,Grounding,Anxiety-Reduction,The soothing tones and balanced structure of the song and helps to feel compose,"The flute is very loud compared to the rest, which is distracting.  It should make people stay awake and alert.",The song was soothing and familiar. It sounded like a lullaby to put a baby to sleep. It could probably help kids to regulate their emotions,1,-1,2
row_song_combination_1149.wav,Soothing,Sensory-Calming,Playful,Anxiety-Reduction,Stimulating,Playful,Anxiety-Reduction,Focusing,Sensory-Calming,"The song blends a soothing atmosphere with gentle, sensory-calming tones that create a sense of peace and comfort. Light, playful elements add a touch of joy and liveliness without breaking the relaxing mood. Together, these qualities make the listening experience both calming and subtly uplifting.",It is a familiar melody which would help the kids feel at home. It also would help to keep their spirits up and give them energy.,help to maintain attention and support sensory regulation effective tool for music therapy session,1,-1,1
row_song_combination_1150.wav,Soothing,Grounding,Playful,Stimulating,Playful,Focusing,Soothing,Sensory-Calming,Focusing,It feels like good and warmth. I am very happy to hear this kind of music,The song used a playful and familiar melody. It was charming and not too overwhelming.,"The song has a soothing flow that brings a sense of relaxation and ease. Its sensory-calming tones create a peaceful atmosphere that helps quiet the mind. The gentle, steady rhythm supports focus, making it easy to stay present and engaged.",1,1,1
row_song_combination_1151.wav,Soothing,Sensory-Calming,Grounding,Sensory-Calming,Grounding,Stimulating,Sensory-Calming,Playful,Stimulating,"The song has a soothing quality that gently relaxes both mind and body. Its sensory-calming tones create a serene atmosphere, helping to ease tension and promote stillness. The grounding elements provide a steady, reassuring presence, leaving the listener feeling centered and secure.",The water made it calming. The fact that the Rhythm and Melody was repetitive made it grounding but there was also an element of stimulation with the tone,When I hear this music my mind gets relax and happy. I am so happy and feel very motivate when I hear this kind of music,1,1,1
row_song_combination_1421.wav,Playful,Stimulating,Anxiety-Reduction,Soothing,Playful,Stimulating,Anxiety-Reduction,Sensory-Calming,Grounding,"This song used a familiar melody. However, there seemed to be a more distracting undertone in the background, making it hard to focus.",This music give me more free mind and positive energy. It makes me gain knowledge and relax to my mind.,Using a familiar song is calming and reassuring.  The bass rhythm adds a good calming texture to the song.,-2,1,1
row_song_combination_1423.wav,Sensory-Calming,Grounding,Focusing,Playful,Soothing,Grounding,Sensory-Calming,Grounding,Stimulating,"The song creates a calming atmosphere that soothes the senses and promotes relaxation. Its steady and grounding qualities bring a sense of stability, helping the listener feel more centered. At the same time, the gentle flow of the music supports focus, making it easier to concentrate and stay present.",The song was playful and fun. It had a calming water sound in the background.,The sounds are lively and stimulating and the water makes it calming. Repetition makes it grounding.,1,1,1
row_song_combination_1437.wav,Soothing,Playful,Focusing,Playful,Sensory-Calming,Anxiety-Reduction,Sensory-Calming,Playful,Grounding,It feels like a good. It feels relax and happy,"The song blends a playful, lighthearted energy with a gentle, sensory-calming atmosphere. Its cheerful tone uplifts the mood while the smooth, soothing layers help maintain a sense of balance. These combined qualities work to ease anxiety, leaving the listener feeling both joyful and relaxed.",The train sounds in the bat are ambient so it makes it calming. The repetition makes it very grounding and that melody that's being repeated it's playful.,1,2,1
row_song_combination_1439.wav,Anxiety-Reduction,Sensory-Calming,Soothing,Soothing,Stimulating,Anxiety-Reduction,Sensory-Calming,Anxiety-Reduction,Grounding,"A familiar song is always good for relaxing.  I also like that it's a light and wispy melody, which creates a good relaxing mood.",promoting relaxation flowing melody and soothing harmonies that create a sense of calm and stability music promote focus and sustained attention,"The song has a sensory-calming effect that gently soothes the listener and creates a peaceful mood. Its anxiety-reducing quality helps ease tension and bring a sense of emotional comfort. The grounding tones add stability, making the listener feel more centered and secure.",2,1,1
row_song_combination_1487.wav,Sensory-Calming,Grounding,Anxiety-Reduction,Playful,Sensory-Calming,Grounding,Sensory-Calming,Playful,Grounding,"The song creates a gentle, sensory-calming atmosphere that soothes the mind and eases tension. Its grounding tones provide a steady, reassuring presence, helping the listener feel centered and secure. This combination works to reduce anxiety, leaving a lasting sense of peace and emotional stability.",The song is playful yet calming. It gives for a great grounding quality.,The water brought the calmness. Then you had a playful melody that was repetitive and grounding.,2,1,1
row_song_combination_1519.wav,Stimulating,Playful,Anxiety-Reduction,Sensory-Calming,Focusing,Anxiety-Reduction,Sensory-Calming,Transitional,Stimulating,The song was playful and exciting. The water sounds would help to calm and focus.,"The song has a sensory-calming quality, with smooth, gentle sounds that create a peaceful atmosphere. Its steady rhythm and subtle patterns help promote focus, allowing the listener to concentrate without distraction. These elements work together to reduce anxiety, fostering a relaxed and centered state of mind.",The water makes it calming. The music had a rhythm and tempo that was stimulating with transitional elements added to it.,-1,2,0
row_song_combination_1533.wav,Focusing,Anxiety-Reduction,Soothing,Playful,Stimulating,Transitional,Soothing,Sensory-Calming,Anxiety-Reduction,it was feel calm and helps to focused in the music with a positive note,"The music is loud and crisp, so it should create a lively atmosphere.  It should be good for a playtime activity.",The song was familiar and calming. It would be great to bring down the energy.,1,1,2
row_song_combination_1630.wav,Anxiety-Reduction,Sensory-Calming,Soothing,Sensory-Calming,Anxiety-Reduction,Soothing,Soothing,Sensory-Calming,Grounding,"The song is gentle and a familiar tune, so is shouldn't be distracting.  It's also a slow pace, so it's good for relaxing.","melody and harmony, promoting focus and engagement calm and stability music promote focus and sustained attention","It was a familiar tone, and sounded like a lullaby. This was relaxing and calming.",1,1,2
row_song_combination_1661.wav,Soothing,Playful,Grounding,Playful,Grounding,Transitional,Playful,Stimulating,Grounding,The song was familiar and calm. It would help kids to Feel at ease.,There was a transition between sounds throughout. You had a playful and repetitive tone which made it grounding.,It helps us to gives more happiness. It gives more motivate to help,1,2,1
row_song_combination_1662.wav,Playful,Soothing,Anxiety-Reduction,Focusing,Stimulating,Soothing,Focusing,Stimulating,Playful,The song was playful with a familiar melody. It was also calming in a way because it was gentle.,environment help to maintain attention and support sensory regulation easy to get connected,Having a well known melody is relaxing because it is familiar.  The upbeat background music lends to keeping people awake.,1,2,-1
row_song_combination_1679.wav,Playful,Soothing,Sensory-Calming,Playful,Soothing,Sensory-Calming,Soothing,Sensory-Calming,Playful,It feels like good to hear. It give very calm and relax,"The song carries a playful, uplifting spirit that brings a sense of joy and lightness. Its soothing qualities balance the energy, creating a comfortable and relaxed mood. The sensory-calming elements wrap the listener in warmth, making the experience both cheerful and comforting.",This song was familiar and charming. It was also playful but soothing.,1,1,2
row_song_combination_1709.wav,Soothing,Playful,Transitional,Playful,Sensory-Calming,Transitional,Soothing,Stimulating,Playful,The familiar sound would help people to feel comfortable. It would help kids to calm themselves after being overstimulated or to transition nicely to another activity.,"The song has a playful and lighthearted energy that lifts the mood and feels refreshing. Its gentle tones add a sensory-calming effect, creating balance between liveliness and relaxation. With its smooth flow, it also feels transitional, making it easy to shift between different moods or moments.",It gives me free mind and relax. It also gives to motivate and positive energy,1,1,1
row_song_combination_1710.wav,Stimulating,Playful,Grounding,Soothing,Anxiety-Reduction,Sensory-Calming,Playful,Sensory-Calming,Focusing,The music was simulating and playful. The repetition made it grounding.,"The song has a soothing quality, with soft melodies and gentle pacing that create a sense of comfort. Its calming nature helps ease anxiety, allowing the listener to feel more relaxed and at ease. The sensory-calming tones further enhance this peaceful atmosphere, making it feel restorative and grounding.",This song had a familiar Melody which would help to feel calm. But it also was playful so it could stimulate in an appropriate manner.,2,1,1
row_song_combination_1711.wav,Soothing,Stimulating,Focusing,Grounding,Sensory-Calming,Playful,Sensory-Calming,Playful,Grounding,It gives me relax. It gives more energy to  my mind,"The song was familiar and calming. It could help people to feel at ease, and to regulate their mood.",There was a playful and repetitive melody which makes it grounding. It's got the water sounds which makes it sensory calming.,1,2,1
row_song_combination_1726.wav,Sensory-Calming,Grounding,Anxiety-Reduction,Playful,Sensory-Calming,Grounding,Soothing,Grounding,Stimulating,"The song offers a gentle, sensory-calming ambiance that relaxes the listener and eases tension. Its grounding qualities bring a steady, reassuring presence, helping to anchor the mind in the moment. Together, these elements work to reduce anxiety, leaving a lingering sense of peace and stability.",The song provided a calm yet playful melody. It also seem to keep a good grounding effect with its familiar tune.,The Rhythm of this song it's very grounding as well as soothing because of how smooth and repetitive it is. It's also stimulating because of what it entails as it's familiar.,1,1,1
row_song_combination_1727.wav,Soothing,Grounding,Sensory-Calming,Playful,Stimulating,Anxiety-Reduction,Grounding,Focusing,Sensory-Calming,The water makes it soothing and calming. The music repeating makes it grounding.,This song was playful and animated. It also had undertones of babbling water so it would reduce anxiety.,I like that the song is a common children's song that everyone should be familiar with.  The water flowing is calming and adds to the relaxing vibe.,2,1,2
row_song_combination_1998.wav,Soothing,Sensory-Calming,Focusing,Sensory-Calming,Grounding,Anxiety-Reduction,Stimulating,Playful,Transitional,It feels like very warmth feeling in my mind. It sounds like a good relaxation to our mind.,"The song creates a gentle, sensory-calming atmosphere that soothes the mind and body. Its grounding tones provide a steady, reassuring presence, helping the listener feel anchored and secure. Together, these elements ease anxiety, leaving a lasting sense of peace and stability.",This sounded like a clowns horn or a bagpipe playing weird sounds. It also has some calming sounds but the melody overtone made it a little overwhelming.,1,1,-2
row_song_combination_2013.wav,Playful,Sensory-Calming,Grounding,Focusing,Soothing,Anxiety-Reduction,Sensory-Calming,Focusing,Anxiety-Reduction,I thought the music repeating itself made it grounding and it had a playful sound to it. The train made it calming.,it was very relaxing to listen and i feel very calm,"The song has a sensory-calming atmosphere, with smooth, gentle sounds that create a sense of peace and relaxation. Its steady rhythm supports focus, allowing the listener to remain attentive without feeling rushed. These calming qualities work together to reduce anxiety, fostering a balanced and centered mood.",2,1,1
row_song_combination_2014.wav,Sensory-Calming,Playful,Grounding,Soothing,Sensory-Calming,Transitional,Sensory-Calming,Stimulating,Playful,. The background noises make it calming. Then you add a playful tone and repetition for grounding.,"The song has a soothing quality that brings a sense of comfort and ease to the listener. Its calming tones create a gentle sensory experience that helps quiet the mind and body. The music also feels transitional, making it ideal for guiding a smooth shift from one mood or moment to another.",It gives me more energy. It helps us to release stress and sadness,1,1,1
row_song_combination_2061.wav,Soothing,Sensory-Calming,Anxiety-Reduction,Soothing,Playful,Transitional,Stimulating,Playful,Transitional,"The song’s soothing tones create a warm sense of comfort, helping the listener feel at ease. Its sensory-calming qualities gently quiet the mind and body, fostering a peaceful atmosphere. Together, these elements work to reduce anxiety, leaving a lingering feeling of relaxation and safety.",helps to  maintain attention and support sensory regulation effective tool for music therapy session,The song had a playful stimulating feeling to it a very cheerful tempo. This could be helpful for transitioning and encouraging participation.,2,1,1
row_song_combination_2063.wav,Focusing,Soothing,Anxiety-Reduction,Sensory-Calming,Grounding,Transitional,Playful,Soothing,Anxiety-Reduction,it was focusing to calm and compose like feel heaven easy to feel the vibe,There was some jumping around when it came to the rhythm. It was also calming and grounding due to water sound and repetition.,They were both calming and animated elements. There was a good balance of both and they went well together.,1,1,1
row_song_combination_2110.wav,Soothing,Anxiety-Reduction,Sensory-Calming,Sensory-Calming,Soothing,Anxiety-Reduction,Stimulating,Transitional,Grounding,tones and balanced structure of the song reducing anxiety and promoting relaxation flowing melody,The slow organ notes pair well with the relaxing wind.  I get calming ASMR feelings from this.,The song was looming and scary. It might evoke some mystery.,2,2,-2
row_song_combination_2111.wav,Soothing,Sensory-Calming,Anxiety-Reduction,Soothing,Sensory-Calming,Anxiety-Reduction,Playful,Focusing,Anxiety-Reduction,This was calm and relaxing. They were not any surprising or upbeat elements.,"The song has a soothing quality that brings a sense of peace and comfort. Its gentle flow and soft sounds create a sensory-calming effect, allowing the listener to settle into a relaxed state. Overall, it feels like a supportive backdrop for easing tension and reducing anxiety.",this music is very calm and it helps in relaxational therapy to recover them from a anxiety and depression disorder.,2,1,1
row_song_combination_2206.wav,Soothing,Playful,Focusing,Sensory-Calming,Transitional,Anxiety-Reduction,Focusing,Stimulating,Playful,It feels like a good. It gives more motivation and relax,"The song offers a gentle, sensory-calming atmosphere that soothes the listener and creates a sense of ease. Its smooth transitions and evolving textures give it a flowing, transitional quality that guides the mind through shifts in mood. The overall effect helps to reduce anxiety, leaving the listener feeling relaxed and emotionally balanced.",The notes sound more like high pitched honking than music.  It doesn't flow well and clashes with the gentle breeze.,1,1,-1
row_song_combination_2237.wav,Playful,Soothing,Sensory-Calming,Soothing,Grounding,Focusing,Sensory-Calming,Grounding,Focusing,"The song has a bright, playful energy that feels uplifting and cheerful. Its soothing undertones gently soften the mood, creating a sense of ease alongside the liveliness. The sensory-calming textures make the experience feel warm, pleasant, and inviting.","I like that the tone of the music is low, which makes it less of a distraction and better for being in the background during an activity.  The train adds to the low and steady atmosphere.",It had a playful Melody that was not too overwhelming. This could be good for a session where you want the child to focus.,1,2,2
row_song_combination_2238.wav,Soothing,Sensory-Calming,Grounding,Soothing,Grounding,Focusing,Anxiety-Reduction,Grounding,Sensory-Calming,This sound was calming and great for rest. It would also be good to calm down someone if they are overly stimulated.,It gives me more energy. It feels good and give relax to my mind,The music is smooth and the wind is calming.  The bass notes in the back give it a steady rhythm for people to keep their attention focused.,2,1,2
row_song_combination_2239.wav,Soothing,Sensory-Calming,Transitional,Sensory-Calming,Soothing,Grounding,Playful,Focusing,Grounding,"The song has a soothing quality that gently relaxes the listener, creating a sense of comfort and ease. Its sensory-calming tones provide a peaceful backdrop, helping to quiet the mind. The transitional flow moves smoothly from one mood to another, guiding the listener through a serene emotional journey.",The calm and repetitive melody made it very soothing and grounding. The the ambient sound in the background made it sensory calming,The melody was playful while still encouraging a focusing effect. It also helps provide a grounding feeling with the soothing tune.,1,1,1
row_song_combination_2285.wav,Sensory-Calming,Playful,Grounding,Soothing,Sensory-Calming,Focusing,Sensory-Calming,Grounding,Anxiety-Reduction,It sounds like a calm music. When I hear this kind of music it gives good feels to mind,"The song has a soothing flow that relaxes the listener and creates a sense of ease. Its sensory-calming tones smooth away tension, fostering a peaceful and comfortable atmosphere. The steady rhythm supports focus, helping the mind stay present and engaged.",The steady sound of the train going over tracks can be very calming or soothing. It also helps with grounding and anxiety reduction.,1,1,0
row_song_combination_2301.wav,Sensory-Calming,Focusing,Anxiety-Reduction,Soothing,Sensory-Calming,Anxiety-Reduction,Soothing,Playful,Focusing,"The song creates a sensory-calming atmosphere that feels gentle and grounding. Its steady rhythm and smooth tones make it easier to focus, supporting concentration without distraction. At the same time, it carries an anxiety-reducing quality that eases tension and promotes a sense of inner calm.",The low and constant train creates a good relaxing and calming sensation.  The lack of music is also good for being calm.,It gives free relaxation to my mind. It makes me feel good and positive,2,-2,1
row_song_combination_846.wav,Anxiety-Reduction,Sensory-Calming,Soothing,Playful,Sensory-Calming,Anxiety-Reduction,Focusing,Playful,Stimulating,The water is calming and soothing. With the music being able to reduce anxiety.,"The song has a playful charm, with bright and uplifting elements that spark a lighthearted mood. Its gentle textures provide a sensory-calming effect, easing tension and inviting a sense of peace. Overall, the soothing flow of the music creates a warm and comforting atmosphere.",it was able to connect with nature and feel focusing to the music,1,1,1
row_song_combination_847.wav,Sensory-Calming,Anxiety-Reduction,Soothing,Playful,Focusing,Grounding,Transitional,Stimulating,Focusing,The familiar song would help kids to feel calm and at home. It was an all-around relaxing song.,It makes feel positive. It gives more energy and feel fresh,The bold and loud flute should keep people alert and wanting to be active.  I think all aspects clash too much instead of benefiting each other.,2,1,-1
row_song_combination_894.wav,Sensory-Calming,Soothing,Playful,Soothing,Sensory-Calming,Anxiety-Reduction,Stimulating,Focusing,Transitional,It gives more motivate and feels relax to mind. I ma very happy when i this kind of music,"The song features a soothing, gentle flow that relaxes the listener and releases tension. Its sensory-calming tones create a peaceful, comforting atmosphere that invites deep relaxation. These qualities work together to reduce anxiety, leaving a sense of tranquility and emotional ease.",The flute is way too loud compared to the steel drums.  It's so distracting that I would turn it off and wouldn't be able to concentrate.,1,1,-2
row_song_combination_941.wav,Playful,Soothing,Sensory-Calming,Stimulating,Playful,Soothing,Soothing,Stimulating,Playful,"The song carries a playful energy that feels lighthearted and uplifting, bringing a sense of joy to the listener. At the same time, it maintains a soothing quality that balances out the liveliness with comfort and ease. Its calming tones gently engage the senses, creating a cheerful yet relaxing atmosphere.",This song could help put kids in a better mood. However it was also a familiar song which could be soothing.,It gives more happiness when i hear. It gives me more motivate to all,1,-1,1
